HS4,HS4 Description,Rank,Country of Origin,BaselineShare,BaselineSharePct,Old Tariff,Old TariffPct
3306,"Preparations, Oral Dental Hygiene; Dental Floss",10,Thailand,0.015572446809608186,1.5572446809608187,0.1027324951200764,10.27324951200764
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",1,Mexico,0.3826914047763376,38.26914047763376,0.006706244721015,0.6706244721015
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",2,Canada,0.19964323021137093,19.964323021137094,0.0071141420179209,0.71141420179209
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",3,China,0.13824946655897252,13.824946655897252,0.5056428242813563,50.564282428135634
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",4,France,0.059250085389108004,5.9250085389108005,0.1176527599119922,11.76527599119922
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",5,United Kingdom,0.05395113176782322,5.395113176782322,0.1206407660873473,12.06407660873473
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",6,"Korea, South",0.05190366135876629,5.190366135876629,0.0982408915865631,9.82408915865631
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",7,India,0.03175445557551434,3.1754455575514338,0.1832337128031323,18.323371280313232
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",8,Spain,0.031377703431173645,3.1377703431173645,0.1233947485177798,12.33947485177798
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",9,Vietnam,0.028919261116553702,2.89192611165537,0.1570559105096131,15.70559105096131
3307,"Personal Toilet Etc Prep Nesoi, Shaving, Bath Etc.",10,Italy,0.022259599814379628,2.225959981437963,0.1246039379855408,12.46039379855408
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",1,Canada,0.25053765016865687,25.053765016865686,0.0048647546907526,0.48647546907525996
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",2,China,0.21275704716876914,21.275704716876913,0.3253429622277648,32.53429622277648
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",3,Mexico,0.19627532769255632,19.62753276925563,0.0008373231389897,0.08373231389897
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",4,"Korea, South",0.07473165946502809,7.473165946502809,0.0762676335172721,7.62676335172721
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",5,Colombia,0.06238512353325983,6.238512353325984,0.0627604650662394,6.27604650662394
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",6,France,0.05382946057658539,5.38294605765854,0.0735318050769738,7.353180507697379
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",7,Germany,0.040284351077480546,4.028435107748055,0.0804036483059474,8.04036483059474
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",8,Turkey,0.03776671286718072,3.776671286718072,0.0850885976474479,8.50885976474479
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",9,Indonesia,0.0360960411464353,3.60960411464353,0.0752384631813837,7.523846318138371
3401,"Soap; Organic Surf-act Prep For Soap Use, Bars Etc",10,United Kingdom,0.03533662630404772,3.533662630404772,0.077684462886613,7.7684462886613
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",1,Mexico,0.3852969459960114,38.529694599601136,0.0017928703763353,0.17928703763353
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",2,Canada,0.237424725670977,23.7424725670977,0.0043216903684554,0.43216903684554003
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",3,Germany,0.10385325773933309,10.385325773933308,0.0833637127504787,8.33637127504787
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",4,China,0.06766169830913007,6.766169830913007,0.4638397942279456,46.38397942279456
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",5,"Korea, South",0.04348948649358406,4.348948649358406,0.0571014181622159,5.71014181622159
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",6,United Kingdom,0.04008443008636811,4.008443008636811,0.0895188329890937,8.95188329890937
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",7,India,0.03554770563514852,3.554770563514852,0.0896598349886263,8.96598349886263
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",8,Japan,0.033210811241936394,3.3210811241936393,0.0869244828887176,8.69244828887176
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",9,Poland,0.028240555792026667,2.8240555792026667,0.0962978460710583,9.629784607105831
3402,"Organic Surf-act Agents, Preps & Cleaning Preps",10,Italy,0.025190383035484647,2.5190383035484647,0.1021913714940037,10.219137149400371
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",1,Germany,0.3568288524648758,35.68288524648758,0.1324180969711808,13.241809697118079
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",2,Canada,0.27418367800939747,27.41836780093975,0.025909670544934,2.5909670544934
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",3,Japan,0.10932443739469341,10.932443739469342,0.1167473342647596,11.67473342647596
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",4,France,0.061471909898794586,6.1471909898794586,0.1219439877085635,12.19439877085635
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",5,Belgium,0.052475062104136036,5.247506210413603,0.1034762205544259,10.34762205544259
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",6,United Kingdom,0.04096521118472001,4.096521118472001,0.1200550648151687,12.00550648151687
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",7,Mexico,0.02970986264351229,2.970986264351229,0.0150042921622062,1.50042921622062
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",8,Switzerland,0.028721604872205618,2.8721604872205617,0.2291786503388516,22.91786503388516
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",9,"Korea, South",0.02416040903845001,2.4160409038450013,0.1039885892253203,10.39885892253203
3403,"Lubricating Preps, Antirust & Treating Texiles Etc",10,Spain,0.022158972389214836,2.2158972389214835,0.1178173134062552,11.78173134062552
3404,Artificial And Prepared Waxes,1,Germany,0.22828747952948006,22.828747952948007,0.0793084935984264,7.9308493598426395
3404,Artificial And Prepared Waxes,2,Canada,0.190006505727535,19.0006505727535,0.0011652861380883,0.11652861380883
3404,Artificial And Prepared Waxes,3,Malaysia,0.11694808065226152,11.694808065226152,0.0931040651149719,9.31040651149719
3404,Artificial And Prepared Waxes,4,"Korea, South",0.11378495734242378,11.378495734242378,0.0493282176994937,4.93282176994937
3404,Artificial And Prepared Waxes,5,India,0.11351563444592551,11.351563444592552,0.104522535624306,10.452253562430599
3404,Artificial And Prepared Waxes,6,Japan,0.06925023033345608,6.9250230333456075,0.0612718693754449,6.12718693754449
3404,Artificial And Prepared Waxes,7,Netherlands,0.05967760202144626,5.967760202144626,0.0884236646477149,8.842366464771489
3404,Artificial And Prepared Waxes,8,China,0.04125998487863852,4.1259984878638525,0.3379218273345749,33.79218273345749
3404,Artificial And Prepared Waxes,9,France,0.035336314897900546,3.5336314897900545,0.0682000418606235,6.82000418606235
3404,Artificial And Prepared Waxes,10,Italy,0.031933210170932834,3.1933210170932833,0.0776656631234665,7.76656631234665
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",1,Japan,0.39993488037402,39.993488037401995,0.0917919366879172,9.17919366879172
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",2,"Korea, South",0.13500201795190095,13.500201795190096,0.0743231236908569,7.4323123690856905
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",3,Germany,0.08967365636312043,8.967365636312042,0.0798206717450808,7.98206717450808
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",4,United Kingdom,0.08871271919457603,8.871271919457604,0.0732782739482439,7.32782739482439
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",5,Taiwan,0.06957104114919921,6.957104114919921,0.0872809635212048,8.728096352120481
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",6,China,0.06848471608615253,6.848471608615253,0.4535738921579887,45.35738921579887
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",7,Canada,0.04982414566593745,4.982414566593745,0.014117619270396,1.4117619270396
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",8,Spain,0.03844461968601651,3.844461968601651,0.0777945194325972,7.77945194325972
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",9,Italy,0.034065487339050134,3.4065487339050136,0.0838982118096887,8.38982118096887
3405,"Polishes & Creams For Leather, Wood Etc, Scour Prp",10,Hungary,0.02628671619002686,2.628671619002686,0.078841737732797,7.8841737732796995
3406,"Candles, Tapers And The Like",1,Vietnam,0.5542458701964256,55.42458701964256,0.1112032196749551,11.12032196749551
3406,"Candles, Tapers And The Like",2,Canada,0.18254738944955404,18.254738944955403,0.0005010150063951,0.05010150063951
3406,"Candles, Tapers And The Like",3,Mexico,0.05460365867260616,5.460365867260616,0.0001706384570756,0.01706384570756
3406,"Candles, Tapers And The Like",4,China,0.05311233829325576,5.311233829325576,0.2670938113839383,26.70938113839383
3406,"Candles, Tapers And The Like",5,India,0.05000667669045842,5.000667669045842,0.1790165574898597,17.90165574898597
3406,"Candles, Tapers And The Like",6,Dominican Republic,0.036766928610926425,3.6766928610926426,0.0728766484330789,7.28766484330789
3406,"Candles, Tapers And The Like",7,France,0.02322092722993485,2.322092722993485,0.0961783990784329,9.61783990784329
3406,"Candles, Tapers And The Like",8,Thailand,0.018862915992334486,1.8862915992334486,0.0992030925540226,9.920309255402259
3406,"Candles, Tapers And The Like",9,Poland,0.014644603508060045,1.4644603508060046,0.0833781143650206,8.33781143650206
3406,"Candles, Tapers And The Like",10,United Kingdom,0.011988691356444196,1.1988691356444197,0.0696428504740374,6.96428504740374
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,1,China,0.6117006905146963,61.17006905146963,0.2010108741814539,20.10108741814539
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,2,Germany,0.14361651468600398,14.361651468600398,0.0911575759758554,9.11575759758554
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,3,Japan,0.09439882125439118,9.439882125439118,0.0827643111479622,8.276431114796221
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,4,Sweden,0.039107488282220486,3.9107488282220486,0.103713786940438,10.3713786940438
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,5,Italy,0.03181703098661814,3.1817030986618136,0.085184624609802,8.5184624609802
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,6,Mexico,0.02511956167987435,2.511956167987435,0.0093870609421243,0.93870609421243
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,7,Greece,0.0185933524297931,1.8593352429793102,0.0616168036620639,6.16168036620639
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,8,Romania,0.013434612015640281,1.3434612015640282,0.0758016293292676,7.5801629329267595
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,9,Switzerland,0.011440590803269299,1.14405908032693,0.1085421438537269,10.854214385372691
3407,Modeling Pastes For Child Etc; Denta Impr Cp Etc,10,Thailand,0.010771337347492867,1.0771337347492866,0.104531277633521,10.4531277633521
3901,"Polymers Of Ethylene, In Primary Forms",1,Canada,0.8498955443415027,84.98955443415028,0.002934794182724,0.2934794182724
3901,"Polymers Of Ethylene, In Primary Forms",2,Mexico,0.041353057630349715,4.135305763034972,0.0032175093028177,0.32175093028177
3901,"Polymers Of Ethylene, In Primary Forms",3,Germany,0.028095557698835164,2.8095557698835165,0.117944633998518,11.7944633998518
3901,"Polymers Of Ethylene, In Primary Forms",4,"Korea, South",0.023981610428875876,2.3981610428875877,0.0621038196647397,6.21038196647397
3901,"Polymers Of Ethylene, In Primary Forms",5,Japan,0.012755151038529646,1.2755151038529646,0.1083138803357952,10.83138803357952
3901,"Polymers Of Ethylene, In Primary Forms",6,China,0.011216026870691571,1.1216026870691571,0.4422750434687024,44.22750434687024
3901,"Polymers Of Ethylene, In Primary Forms",7,Singapore,0.00857035345667041,0.8570353456670411,0.0612936555886983,6.12936555886983
3901,"Polymers Of Ethylene, In Primary Forms",8,Sweden,0.008372477535551957,0.8372477535551957,0.1104843843947915,11.048438439479149
3901,"Polymers Of Ethylene, In Primary Forms",9,Belgium,0.008270986210732878,0.8270986210732878,0.0852814729783322,8.52814729783322
3901,"Polymers Of Ethylene, In Primary Forms",10,France,0.007489234788260101,0.7489234788260102,0.0762083086130601,7.62083086130601
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",1,Canada,0.3154967566961203,31.549675669612032,0.0055723445297173,0.55723445297173
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",2,"Korea, South",0.24082163470401427,24.082163470401426,0.0623170630170652,6.23170630170652
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",3,Singapore,0.09626408108112756,9.626408108112756,0.0524490789605743,5.24490789605743
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",4,Germany,0.09460711361970627,9.460711361970626,0.1184324723317583,11.84324723317583
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",5,Japan,0.08013532055504488,8.013532055504488,0.1018937932166045,10.18937932166045
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",6,France,0.04846458841654824,4.846458841654824,0.0832920945150293,8.32920945150293
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",7,Belgium,0.038073712971880704,3.8073712971880704,0.1142699912450442,11.42699912450442
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",8,Netherlands,0.03600968986326579,3.600968986326579,0.0731392883164956,7.3139288316495605
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",9,Mexico,0.025140729144779463,2.5140729144779463,0.0112691928136525,1.12691928136525
3902,"Polymers Of Propylene Or Other Olefins, Prim Forms",10,Saudi Arabia,0.024986372947512468,2.498637294751247,0.1044793217201644,10.44793217201644
3903,"Polymers Of Styrene, In Primary Forms",1,Mexico,0.3395558546798451,33.95558546798451,0.0022643262598063,0.22643262598063
3903,"Polymers Of Styrene, In Primary Forms",2,"Korea, South",0.26318724797831955,26.318724797831955,0.0730364421032506,7.30364421032506
3903,"Polymers Of Styrene, In Primary Forms",3,Canada,0.12421153730297121,12.42115373029712,0.0011541425936503,0.11541425936503001
3903,"Polymers Of Styrene, In Primary Forms",4,Taiwan,0.10108946904910884,10.108946904910884,0.1351291228823028,13.51291228823028
3903,"Polymers Of Styrene, In Primary Forms",5,Bahamas,0.04265182262406783,4.265182262406783,0.0440809793902424,4.40809793902424
3903,"Polymers Of Styrene, In Primary Forms",6,Japan,0.037392700035895815,3.7392700035895814,0.126817478954418,12.6817478954418
3903,"Polymers Of Styrene, In Primary Forms",7,Germany,0.035233351669072925,3.5233351669072923,0.1187651806912981,11.87651806912981
3903,"Polymers Of Styrene, In Primary Forms",8,Netherlands,0.02504349930827923,2.5043499308279227,0.1296775122698283,12.967751226982829
3903,"Polymers Of Styrene, In Primary Forms",9,China,0.01737521534874616,1.737521534874616,0.5057829425845621,50.57829425845621
3903,"Polymers Of Styrene, In Primary Forms",10,Belgium,0.014259302003693235,1.4259302003693235,0.1267479304364922,12.67479304364922
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",1,Canada,0.22863899121417905,22.863899121417905,0.0044101967007206,0.44101967007206005
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",2,Japan,0.1909761666757159,19.09761666757159,0.1020662760565404,10.20662760565404
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",3,Germany,0.13324951088587578,13.324951088587579,0.1048375318156273,10.48375318156273
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",4,Italy,0.11338304618353842,11.338304618353842,0.0810819293208335,8.10819293208335
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",5,France,0.08197459213839887,8.197459213839888,0.1235603508945969,12.35603508945969
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",6,China,0.0793311913243299,7.93311913243299,0.4993064846597835,49.93064846597835
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",7,India,0.05956736968793357,5.956736968793357,0.0983218770161413,9.83218770161413
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",8,Mexico,0.04938552032893048,4.938552032893048,0.0017073683195586,0.17073683195586
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",9,Netherlands,0.03571204872398112,3.5712048723981122,0.0950190164951664,9.50190164951664
3904,"Polymers Of Vinyl Chloride Etc., In Primary Forms",10,Colombia,0.027781562837116823,2.778156283711682,0.0187512477552209,1.87512477552209
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",1,Germany,0.24512899262287827,24.512899262287828,0.0966348659196534,9.66348659196534
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",2,Taiwan,0.22082175410977312,22.08217541097731,0.0823189822548058,8.23189822548058
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",3,Canada,0.16547387776069084,16.547387776069083,0.0029011634075513,0.29011634075513
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",4,Japan,0.12500753090885536,12.500753090885535,0.0753527549271298,7.53527549271298
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",5,Singapore,0.06281128360699587,6.2811283606995865,0.0691677722928485,6.9167772292848495
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",6,China,0.05585427052533177,5.585427052533177,0.4323987149855198,43.23987149855198
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",7,Netherlands,0.05155828519624897,5.155828519624897,0.0704320667072539,7.0432066707253895
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",8,United Kingdom,0.031091804948989908,3.109180494898991,0.0852820859054512,8.52820859054512
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",9,India,0.022668418191916024,2.2668418191916024,0.1952603563236195,19.52603563236195
3905,"Polymers Of Vinyl Acetate & Oth Vinyl Polym, Pr Fm",10,Mexico,0.019583782128319956,1.9583782128319955,0.0045465605215751,0.45465605215751
3906,Acrylic Polymers In Primary Forms,1,Japan,0.22124085542317248,22.12408554231725,0.0462884968481033,4.62884968481033
3906,Acrylic Polymers In Primary Forms,2,Canada,0.1847735903945841,18.47735903945841,0.0028730127055357,0.28730127055357
3906,Acrylic Polymers In Primary Forms,3,Germany,0.14602786382328933,14.602786382328933,0.0411994390681468,4.1199439068146795
3906,Acrylic Polymers In Primary Forms,4,"Korea, South",0.10023791260613782,10.023791260613782,0.0331480920922537,3.3148092092253703
3906,Acrylic Polymers In Primary Forms,5,Mexico,0.08728845845100758,8.728845845100757,0.0036197086304242,0.36197086304242
3906,Acrylic Polymers In Primary Forms,6,France,0.07308038008577339,7.308038008577339,0.0328256294668344,3.28256294668344
3906,Acrylic Polymers In Primary Forms,7,China,0.06760091411121193,6.760091411121192,0.4136405292566912,41.36405292566912
3906,Acrylic Polymers In Primary Forms,8,United Kingdom,0.05933850028709323,5.9338500287093225,0.0374567302859996,3.7456730285999598
3906,Acrylic Polymers In Primary Forms,9,Taiwan,0.030613685570581053,3.0613685570581053,0.0354206458276115,3.54206458276115
3906,Acrylic Polymers In Primary Forms,10,Netherlands,0.02979783924714919,2.979783924714919,0.0316405479938903,3.1640547993890302
3907,"Polyethers, Expoxides & Polyesters, Primary Forms",1,"Korea, South",0.25216957540104634,25.216957540104634,0.041332514161202,4.1332514161202
3907,"Polyethers, Expoxides & Polyesters, Primary Forms",2,Mexico,0.1640312007937776,16.403120079377757,0.0034653436353037,0.34653436353037
